,Unnamed: 0,text
5978,6036,"Answer the following question.

This question refers to the following information.
O ye who believe! Strong drink and games of chance and idols… are only an infamy of Satan's handiwork. Leave it aside in order that ye may succeed.
the Qur'an, Sura 5: 89
When once you hear the roses are in bloom,
Then is the time, my love, to pour the wine.
the Rubáiyát of Omar Khayyám
The tone of the first verse best reflects which of the following modes of religious discourse?
A) A puritanical injunction to adhere to a strict code of conduct
B) An ecumenical call for religious tolerance
C) A sermon about respecting political authority
D) A spirited attempt to convert non-believers"
5983,6043,"Answer the following question.

This question refers to the following information.
""The real grievance of the worker is the insecurity of his existence; he is not sure that he will always have work, he is not sure that he will always be healthy, and he foresees that he will one day be old and unfit to work. If he falls into poverty, even if only through a prolonged illness, he is then completely helpless, exam_ins to his own devices, and society does not currently recognize any real obligation towards him beyond the usual help for the poor, even if he has been working all the time ever so faithfully and diligently. The usual help for the poor, however, leaves a lot to be desired, especially in large cities, where it is very much worse than in the country.""
Otto von Bismarck, 1884
This speech led to the creation of laws that did which of the following?
A) Limited work hours in factories
B) Established public health care and pensions
C) Displaced citizens in the overpopulated city to the countryside
D) Forced early retirement for aging workers"
5986,6046,"Answer the following question.

This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
Based on the song, the Winter King did which of the following?
A) Gave over his crown to King Ferdinand
B) Successfully defended his land from the Holy Roman Empire
C) Rebelled against King Ferdinand
D) Claimed the lands of Bohemia for the Catholic Church"
5993,6053,"Answer the following question.

This question refers to the following information.
I don't know whether this world has meaning that transcends it. But I know that I do not know that meaning, and that it is impossible just now for me to know it. What can a meaning outside my condition mean to me? I can understand only in human terms.
Albert Camus, ""The Myth of Sisyphus,"" 1955
The passage above is best seen as exemplifying which of the following intellectual trends?
A) A postwar reassertion of traditional religious values
B) An expression of patriotic pride thanks to victory in World War II
C) A modernist tendency to question the validity of faith-based moralities
D) An increased willingness to embrace radical Marxism"
5998,6061,"Answer the following question.

This question refers to the following information.
New York! I say New York, let black blood flow into your blood.
Let it wash the rust from your steel joints, like an oil of life
Let it give your bridges the curve of hips and supple vines…
See your rivers stirring with musk alligators
And sea cows with mirage eyes…
Just open your eyes to the April rainbow
And your eyes, especially your ears, to God
Who in one burst of saxophone laughter
Created heaven and earth in six days,
And on the seventh slept a deep Negro sleep.
Senegalese poet Léopold Sédar Senghor, ""To New York,"" 1956
The verse above is best seen as belonging to which of the following modern cultural developments?
A) The triumph of avant-garde literary styles over traditional realism
B) The adaptation of Western literary forms by non-Western authors
C) The political use of art and literature for propagandistic purposes
D) The response of interwar literary figures to the horrors of World War I"
6002,6067,"Answer the following question.

This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Based on your knowledge of world history, which of the following contributed LEAST to Europe's ability to penetrate Africa in the period 1750 to 1900 C.E.?
A) The invention of the machine gun
B) The invention of vaccines for tropical diseases
C) The development of the joint-stock company
D) The invention of steam-powered ships"
6003,6068,"Answer the following question.

This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Based on the speech, the French saw Africa as which of the following?
A) A collection of republics tottering into anarchy
B) A resource for enhancing French power in the Cold War
C) Important due to the Sahara's natural resources
D) A strong political union"
6009,6074,"Answer the following question.

This question refers to the following information.
""At least one of the [world's] societies would have to somehow enormously increase its productivity [in order to achieve global hegemony]. That quantum jump would have to be made before the various scientific, technological, agricultural, and industrial revolutions on which our post-quantum-leap world rests. It could only be accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. Western Europe did just that by means of its brutality and guns and, more important, by geographical and ecological luck.""
Copyright © 2015 Cambridge University Press.
Alfred Crosby, historian, Ecological Imperialism, 2004
Crosby's argument in the passage is most likely a response to which of the following developments of the period 1450–1750 C.E.?
A) The development of direct trade links between Western Europe and India
B) The beginning of the Industrial Revolution
C) The colonization of North and South America by Western Europeans
D) The increasing development of seafaring technologies"
6014,6080,"Answer the following question.

This question refers to the following information.
The invaders had brought in wheat and other Eurasian and African grains; peach, pear, orange, and lemon trees; chick-peas, grape vines, melons, onions, radishes, and much more. A Spanish nobleman come to America could require his Indians to furnish his table with the fruits of his ancestors.
—Alfred Crosby, historian, 1972
The comment quoted above resulted from which of the following processes?
A) The Green Revolution
B) The Columbian Exchange
C) The triangular trade
D) The Middle Passage"
6021,6087,"Answer the following question.

This question refers to the following information.
The invaders had brought in wheat and other Eurasian and African grains; peach, pear, orange, and lemon trees; chick-peas, grape vines, melons, onions, radishes, and much more. A Spanish nobleman come to America could require his Indians to furnish his table with the fruits of his ancestors.
—Alfred Crosby, historian, 1972
What was the impact of this process on Europe?
A) The population increased due to the increased diversity of crops.
B) The population declined as a result of imported disease.
C) The population increased due to New World immigrants.
D) The population declined because of famine caused by the mass export of crops."
6023,6089,"Answer the following question.

The study of older adults and aging is referred to as
A) Gerontology
B) Geropsychiatry
C) Geriatrics
D) Gero-education"
6024,6090,"Answer the following question.

Which of the following factors is associated with a decreased risk of Alzheimer's?
A) Being African or Hispanic American
B) Eating fish
C) A lower level of education
D) Being married"
6025,6091,"Answer the following question.

The docility hypothesis is that
A) Those with low capabilities are more vulnerable to environmental demands
B) Those who experience high environmental demands become more docile
C) Those who experience high environmental demands become less docile
D) Those with less capability are less vulnerable to environmental demands"
6026,6092,"Answer the following question.

Normal memory seems to be improved by
A) Aerobic exercise
B) Taking acetylcholine
C) Taking gingko
D) Increasing social contacts"
6027,6093,"Answer the following question.

The perspective that development is embedded in history means that
A) Change can always occur regardless of age
B) Sociocultural conditions must always be considered
C) Development in any particular areas (e.g., social) is tied to development in other areas (e.g., cognitive)
D) Some characteristics change with age while others do not"
6028,6094,"Answer the following question.

The answer ""both play an important role"" is clearly applicable to the question of
A) Nature vs. nurture
B) Mechanistic vs organismic
C) Continuity vs. discontinuity
D) All of these questions"
6029,6095,"Answer the following question.

Which of the following does NOT usually occur to the lens of the eye as one grows older?
A) It becomes thicker
B) It yellows
C) It becomes clouded
D) It fills with fluid"
6030,6096,"Answer the following question.

The houses of the future may allow you to operate virtually everything in the house from a central terminal; such a house is already in production and is referred to as
A) Technohouse
B) Compuhouse
C) Futurehouse
D) Smarthouse"
6031,6097,"Answer the following question.

The reaction time difference between younger and older adults is reduced when older adults
A) Practice regular aerobic exercise
B) Lift weights on a regular schedule
C) Consume large quantities of vitamins
D) Practice Tai chi"
6032,6098,"Answer the following question.

A major difference between programmed and unprogrammed theories of senescence is that programmed theories
A) Attribute senescence only to environmental factors
B) Are far too difficulty to test
C) Claim that senescence follows a predetermined plan
D) Rely too heavily on computer models"
6033,6099,"Answer the following question.

One reason that older adults show high levels of optimism is that
A) Many pessimists die at a younger age
B) They do not really know what is going on
C) This may be a warning sign for dementia
D) Our measures have low validity"
6034,6100,"Answer the following question.

Bu is often late for appointments but says it's because she had more important things on her mind. This is an example of which coping strategy?
A) Immunization
B) Accommodation
C) Avoidance
D) Assimilation"
6035,6101,"Answer the following question.

Which of the following is most strongly associated with loss of bone density?
A) Genetic factors
B) Lifestyle factors like not exercising
C) Hormonal factors such as loss of estrogen
D) Cohort factors"
6036,6102,"Answer the following question.

That super sweet iced tea that your grandmother gives you might be that way because she
A) Has lost a lot of sweet taste buds and cannot taste sweetness as well anymore
B) Is a member of that cohort that really enjoys sweets
C) Is trying to get you to be a little sweeter than you have been in the past
D) Has experienced damage in her parietal lobe where sweet sensations are directed"
6037,6103,"Answer the following question.

A shortage of these two vitamins can produce symptoms that mimic dementia:
A) A and C
B) B6 and B12
C) B6 and D
D) B12 and E"
6038,6104,"Answer the following question.

Which of the following is one of McAdam's levels of personality?
A) Control
B) Identity
C) Generativity
D) Assimilation"
6039,6105,"Answer the following question.

In this chapter's Senior View, Dr. Donham told us that mental stimulation, exercise, diet, and what other factor is important for long life?
A) Moderate amounts of alcohol
B) Social support
C) Good genes
D) Avoiding stress"
6040,6106,"Answer the following question.

Surveys of older adults who are living together show that they tend to view cohabitation as
A) A first step toward eventual marriage
B) An alternative to marriage
C) A way to save on expenses
D) Their swan song"
6041,6107,"Answer the following question.

Older adults may be more attached to a place than younger adults because
A) That place holds many memories
B) It's much harder to move when you're older
C) Young adults pay less attention to place then do older adults
D) That place represents transcendence"
6042,6108,"Answer the following question.

The Hayflick number for human cells is
A) Unknown
B) Between 45 and 55
C) Less than 30
D) More than 60"
6043,6109,"Answer the following question.

High levels of self-care behaviors have been associated with high levels of
A) Neuroticism
B) Extraversion
C) Agreeableness
D) Secondary control"
6044,6110,"Answer the following question.

Research has offered some longitudinal as well as cross sectional support for the theory put forth by
A) Peck
B) Foos
C) Levenson
D) Erikson"
6045,6111,"Answer the following question.

Which of the following is more likely to be a cohort, rather than an age, difference?
A) A higher proportion of older women have completed menopause
B) A smaller proportion of older women report dreams about sex
C) A higher proportion of older men are bald
D) A higher proportion of older men and women are victims of cancer"
6046,6112,"Answer the following question.

Fear of aging has been associated with high levels of
A) Introversion
B) Neuroticism
C) Rigidity
D) Mid-life crisis"
6047,6113,"Answer the following question.

In which dementia are cognitive symptoms less likely?
A) Parkinson's
B) Pick's
C) Huntington's
D) NeuroAIDS"
6048,6114,"Answer the following question.

In this chapter's Senior View, Dr. Shealy advises you to
A) Stay in school
B) Eat the right foods
C) Get plenty of exercise
D) Find a high paying job"
6049,6115,"Answer the following question.

When your sister Patricia was feeling depressed, you comforted her and reminisced about happier times. You provided which type of social support?
A) Emotional
B) Instrumental
C) Informational
D) Friendly"
6050,6116,"Answer the following question.

Hearing loss occurs more frequently for
A) Men than women
B) Women than men
C) People who already have some loss of vision
D) People who are obese"
6051,6117,"Answer the following question.

Continued stress is damaging to health and longevity because it leads to
A) Over exercising which causes physical damage
B) Suppression of the immune system
C) Less eating and, in many cases, severe eating disorders
D) Risky behaviors such as speeding and not using a seat belt"
6052,6118,"Answer the following question.

One difference that seems to be mostly cohort rather than age is the difference in ____ for different age groups
A) Coping strategies
B) Work productivity
C) Rates of dementia
D) Personality traits"
6053,6119,"Answer the following question.

According to Tat Kleckley of this chapter's Senior View, the most important part of the healing process for those who are bereaved is to
A) Stay away from other people for a while
B) Get out and be active
C) Talk about your loss
D) Make new friends who don't know about your loss"
6054,6120,"Answer the following question.

Social support is most likely to have a positive influence on health and well being when it is
A) Very emotional
B) Perceived as support
C) Unexpected
D) External rather than internal"
6055,6121,"Answer the following question.

Free radicals are produced by
A) Normal metabolism
B) Excess consumption of Vitamins A and C
C) Lack of sunlight
D) A weakened immune system"
6056,6122,"Answer the following question.

Prejudice or bias against older adults is referred to as
A) Ageism
B) Oldism
C) Age bigotry
D) Senilism"
6057,6123,"Answer the following question.

The program that takes over care for those with 6 or fewer months to live, attempts to keep them at home, provides pain relief, and ends all life-prolonging technologies is called
A) Euthanasia
B) Cryonics
C) Medicare
D) Hospice"
6058,6124,"Answer the following question.

Loss of smell for adults 80 and older is
A) Very infrequent (less than 15%)
B) Very frequent (more than 75%)
C) Infrequent (less than 40%)
D) Frequent (close to 50%)"
6059,6125,"Answer the following question.

Activation of a class of genes called sirtuins may help to
A) Prevent some diseases
B) Ward off dementias
C) Increase memory and intelligence
D) Produce emotional stability"
6060,6126,"Answer the following question.

Elder abuse most frequently comes from the older adult's
A) Spouse
B) Children
C) Grandchildren
D) Neighbors"
6061,6127,"Answer the following question.

Projective tests generally ___ than objective tests of personality.
A) Have higher reliability
B) Are more visual
C) Are more valid
D) Provide more information"
6062,6128,"Answer the following question.

Cells in the eye that respond to low levels of illumination are called
A) Rods
B) Cones
C) Retinal cells
D) Nocturnal detectors"
6063,6129,"Answer the following question.

Some work on age stereotypes suggests that
A) Positive ones are stronger
B) Negative ones are stronger
C) They never last very long
D) They are very rare"
6064,6130,"Answer the following question.

Which of the following could very well be a cohort difference rather than a change that occurs with age?
A) Differences in weight
B) Shrinkage of the thymus gland
C) Enlargement of the heart
D) Increasing size of nose and ears"
6065,6131,"Answer the following question.

The major question concerning aging and personality is:
A) Do older adults still have personalities?
B) Does personality change with age?
C) Does personality decline as we grow older?
D) Does personality increase of decrease with age?"
6066,6132,"Answer the following question.

A researcher who wants to examine both age and cohort differences is advised to use a _____ design.
A) Cross-sectional
B) Cross-sequential
C) Correlational
D) Quasi-experimental"
6067,6133,"Answer the following question.

Which of the following is NOT one of the most rewarding aspects of being a grandparent as reported by grandparents?
A) Feelings of immortality
B) Spoiling the grandchildren
C) Having others to wait on you
D) Remembering when they were grandchildren"
6068,6134,"Answer the following question.

Of the following animals, which has the longest life span by current measures?
A) Gorilla
B) Blue whale
C) Dog
D) Queen honey bee"
6069,6135,"Answer the following question.

One advantage of an expected death over an unexpected death is that
A) One can use up some grief before the actual loss
B) One can make funeral and estate plans with the loved one
C) One can find ways to avoid having the same death for themselves
D) One can assist the terminally ill person in speeding their death"
6070,6136,"Answer the following question.

Changes in the reproductive system are more _____ for men but not for women
A) Mechanistic
B) Continuous
C) Organismic
D) Nurturant"
6071,6137,"Answer the following question.

Which of the following hormones has not yet been claimed to ward off senescence?
A) DHEA
B) Human growth hormone
C) Melatonin
D) Viasterol"
6072,6138,"Answer the following question.

The majority of older widows live
A) Alone
B) With children
C) With a friend
D) In an institution"
6073,6139,"Answer the following question.

Centenarians are people who
A) Were born before the centennial
B) Study old age and older adults
C) Are 100 or more years old
D) Have not yet reached old age"
6074,6140,"Answer the following question.

Quantitative analyses of TV shows have shown that
A) Older adults are almost always portrayed in a negative way
B) The more positive portrayals occur during commercials
C) The proportion of older men is particularly low
D) The proportion of older women is particularly low"
6075,6141,"Answer the following question.

Which of the following groups of Americans have the lowest rate of alcohol abuse?
A) African-American
B) White
C) Native-American
D) Asian-American"
6076,6142,"Answer the following question.

If you believe that changes occur slowly and steadily throughout life, you would be holding the _____ side of this view of development.
A) Mechanistic
B) Organismic
C) Continuity
D) Stability"
6077,6143,"Answer the following question.

All other things being equal, which of the following persons is likely to live the longest?
A) A black man
B) A white man
C) A black woman
D) A white woman"
6078,6144,"Answer the following question.

Which of the following age differences could be, in part, a cohort effect? Differences in
A) Depression
B) Alcoholism
C) Dementia
D) Suicide"
6079,6145,"Answer the following question.

Clifford and Lucia Pauling, in Senior View, told us that physical changes
A) Are rapid and frightening
B) Can be offset by meditation
C) Take a long time
D) Should not be discussed in public"
6080,6146,"Answer the following question.

The biggest and most dangerous changes in the cardiovascular system take place in the
A) Heart
B) Blood vessels
C) Red blood cells
D) Plasma"
6081,6147,"Answer the following question.

Older adults generally perform very well when their _____ memory is tested.
A) Episodic
B) Working
C) Retrospective
D) Semantic"
6082,6148,"Answer the following question.

With respect to marital satisfaction, most long lasting marriages
A) Show high satisfaction through all the years of marriage
B) Show high satisfaction that steadily declines as the years pass
C) Show lower levels during the years when children are present
D) Show ups and downs throughout the marriage"
6083,6149,"Answer the following question.

Theories
A) Are not very important in aging research
B) Attempt to explain findings and guide future research
C) Have never been adequately tested
D) Have been around for a long time but have only recently been tested"
6084,6150,"Answer the following question.

The least favored theory of senescence among researchers is the _____ theory
A) Free radical
B) Biological clock
C) Wear and tear
D) Garbage accumulation"
6085,6151,"Answer the following question.

A researcher finds that age is negatively correlated with cigarette smoking; this means that
A) Older adults experience more negative effects from smoking that do younger adults
B) Older adults smoke more than younger adults
C) Older adults smoke less than younger adults
D) Older and younger adults smoke about the same number of cigarettes and both experience negative effects"
6086,6152,"Answer the following question.

When a researcher takes part in the situation he or she is observing, he or she is said to be a(n)
A) Active observer
B) Participant observer
C) Indiscreet observer
D) Meddling observer"
6087,6153,"Answer the following question.

The term ""work-family conflict"" for middle-aged adults can occur when they must
A) Care for an ailing parent while continuing to work
B) Work a high stress job while their children are at home
C) Pay for nursing home care by sacrificing their own care
D) Serving as an executor of their parent's estate while still working full time"
6088,6154,"Answer the following question.

Do traits change with age?
A) No
B) They change a little
C) Only for women
D) They change quite a lot"
6089,6155,"Answer the following question.

The cause of Alzheimer's appears to be
A) Mostly environmental
B) Aluminum
C) Mostly genetic
D) Apo-E 4"
6090,6156,"Answer the following question.

Older married men have been found to have
A) Higher levels of positive emotions
B) Lower levels of positive emotions
C) Higher levels of negative emotions
D) Lower levels of negative emotions"
6091,6157,"Answer the following question.

Within the United States, which location has the longest life expectancy?
A) California
B) Florida
C) Alaska
D) Hawaii"
6092,6158,"Answer the following question.

The largest proportion of older adults living alone reside in
A) Hawaii
B) Washington, DC
C) Florida
D) California"
6093,6159,"Answer the following question.

Which level of personality description appears to show the most change with age?
A) Traits
B) Personal concerns
C) Coping strategies
D) Identity"
6094,6160,"Answer the following question.

The positive relationship between religion and physical health is NOT thought to be due to
A) Social support derived from a religious community
B) The rules of some religions which forbid unhealthy behaviors
C) The stress reducing effects of prayerful meditation
D) The benefits of knowing that others are praying for you"
6095,6161,"Answer the following question.

Human factors examines the performance of different tasks by examining
A) The factors that influence performance
B) The interaction between human and environment
C) The human side of the equation
D) The effects of environmental changes on humans"
6096,6162,"Answer the following question.

Prospective memory refers to memory
A) For some recent event
B) For something that happened a long time ago
C) To do something in the future
D) For the context and source of remembered information"
6097,6163,"Answer the following question.

The total number of people who have some disorder divided by the total number of people gives you the ____ rate.
A) Prevalence
B) Incidence
C) Incipient
D) Diseased"
6098,6164,"Answer the following question.

Remarriages are
A) More frequent for woman than men
B) Typically more successful
C) Typically less successful
D) Most common among those who have never been married before"
6099,6165,"Answer the following question.

With respect to job training, younger workers
A) Receive more opportunities than older workers
B) Perform better on the job than trained older workers
C) Always learn faster than older workers
D) Prefer to have classes by themselves"
6100,6166,"Answer the following question.

About how many grieving individuals seem to require some professional help?
A) Less than 10%
B) About 25%
C) Nearly half
D) More than 50%"
6101,6167,"Answer the following question.

People with which of the following forms of control are least likely to have accessibility problems where they live?
A) External
B) Internal
C) Primary
D) Total"
6102,6168,"Answer the following question.

Which of the following has been found to improve balance for older adults?
A) Tai chi
B) Aerobic exercise
C) Weight lifting
D) Walking briskly"
6103,6169,"Answer the following question.

The most frequent chronic condition for older adults is
A) Hypertension
B) Arthritis
C) Diabetes
D) Cataracts"
6104,6170,"Answer the following question.

Hypokinesia refers to
A) Severe obesity
B) Loss of muscle strength and bone density
C) Increased sensitivity to stress
D) Social isolation and lack of support"
6105,6171,"Answer the following question.

What percentage of older adults report feeling very or often lonely?
A) 10%
B) 25%
C) 50%
D) 75%"
6106,6172,"Answer the following question.

An example of a discontinuous change over the adult years is the change in
A) Personality
B) Working memory
C) Female hormone levels
D) Male sexuality"
6107,6173,"Answer the following question.

Which leg of the three-legged stool do most retirees have
A) Pension
B) Social security
C) Savings
D) Assets"
6108,6174,"Answer the following question.

One of the most important points made in this chapter is that physical changes
A) Occur for everyone
B) Occur more for some and less for others and, within the same person, more for some systems and less for others
C) Usually occur for very old people but not for very young people
D) Can be totally avoided if one learns enough about gerontology"
6109,6175,"Answer the following question.

Which of the following forms of dementia has the highest prevalence rate?
A) Alzheimer's
B) Vascular
C) Parkinson's
D) Fronto-temporal lobe"
6110,6176,"Answer the following question.

High levels of social support are strongly associated with
A) Longevity
B) Internal control
C) Culture
D) Education"
6111,6177,"Answer the following question.

The term ""cohort"" refers to
A) An individual's chronological age
B) A generation of people who lived through major events
C) A person's gender
D) A group of people living in the same culture"
6112,6178,"Answer the following question.

Middle-aged adults appear to be more ____ than older or younger adults
A) Generative
B) Neurotic
C) Agreeable
D) Certain"
6113,6179,"Answer the following question.

Which of the following improves attitudes toward aging and older adults?
A) Staying away from older adults
B) Education about older adults
C) Travelling to older communities
D) Watching the portrayals of older adults in movies and on TV"
6114,6180,"Answer the following question.

A problem for immune system theories of senescence is
A) Determining what first causes the senescence in the immune system
B) Auto-immune disorders are far too rare
C) That the immune system does not decline with age
D) The lack of information about senescence in general"
6115,6181,"Answer the following question.

Those more likely to experience depression after a loss are those who
A) Are young survivors
B) Have not previously experienced depression
C) Have been married more than 40 years
D) Are in poor health themselves"
6116,6182,"Answer the following question.

Which of the following appears to lower bad cholesterol?
A) Vitamin D
B) Niacin
C) Thiamine
D) Riboflavin"
6117,6183,"Answer the following question.

Most people who have used physician assisted suicide have had
A) Alzheimer's
B) Health insurance
C) No family
D) Clinical depression"
6118,6184,"Answer the following question.

A researcher who is interested in the differences between two or more groups of people is most likely to use which of the following approaches?
A) Quasi-experimental
B) Longitudinal
C) Correlational
D) Cross-sequential"
6119,6185,"Answer the following question.

Being in bright light during the later parts of the day seems to
A) Restore normal circadian rhythm
B) Increase insomnia
C) Restore deep sleep
D) Have no real influence on sleep or dreams"
6120,6186,"Answer the following question.

A major reason for studying human aging is that
A) We are all growing older
B) The number and proportion of older adults is increasing
C) More job opportunities are available for those with some knowledge of aging
D) All of the above"
6121,6187,"Answer the following question.

The model of social support that says that those who are close to you now are likely to be close for the rest of your days is called the ____ model
A) Consistency
B) Convoy
C) Attachment
D) Train"
6122,6188,"Answer the following question.

When older and younger workers have lost their jobs, older workers typically
A) Find a job quicker because of their greater experience
B) Take longer to find a new job
C) Retire rather than search for a new job
D) Sue the company using the ADEA"
6123,6189,"Answer the following question.

Our social network refers to
A) Everyone we know
B) Those who are closest to us
C) Those who we have not yet met
D) Family members"
6124,6190,"Answer the following question.

Those who survive the loss of another are called the
A) Survivors
B) Grieving
C) Bereaved
D) Family and friends"
6125,6191,"Answer the following question.

Financial adjustment to retirement has been most difficult for
A) Married couples
B) Single men
C) Single women
D) Older adults"
6126,6192,"Answer the following question.

Socioemotional selectivity theory says that older adults have smaller social networks because they
A) Are more concerned with those closest to them
B) Select new network members based on emotional factors
C) Can no longer get out to select new network members
D) Are too emotionally involved to spend time with others"
6127,6193,"Answer the following question.

The gender gap is likely to be associated with male/female differences in
A) Hormones
B) Risky behaviors and occupations
C) Proportion who smoke
D) All of the above"
6128,6194,"Answer the following question.

Those cells that build bone are called
A) Osteoblasts
B) Osteoclasts
C) Osteostructs
D) Osteopori"
6129,6195,"Answer the following question.

An increase in neuroticism later in life is a strong predictor of
A) Mortality
B) Loss of social support
C) Cognitive decline
D) Independence"
6130,6196,"Answer the following question.

Which of the following countries has the longest life expectancy?
A) U. S. A.
B) Sweden
C) Japan
D) Saudi Arabia"
6131,6197,"Answer the following question.

Which type of reaction time results in the biggest age differences?
A) Simple
B) Choice
C) Complex
D) Elaborate"
6132,6198,"Answer the following question.

Gary says he won $1000 in the lottery because he really knows how to pick those numbers. Gary would be said to have a strong ____ locus of control
A) External, powerful others
B) Internal
C) External, chance
D) Secondary"
6133,6199,"Answer the following question.

The advanced directive where one specifies the types of medical intervention that are and are not desired is called a
A) Living will
B) DNH
C) DNR
D) Durable power of attorney"
6134,6200,"Answer the following question.

If links between various diseases are found, then future older adults will probably
A) Take fewer medications
B) Be able to avoid certain diseases
C) Pay far less for pharmaceuticals
D) Pick and choose the disease(s) they want"
6135,6201,"Answer the following question.

With respect to hair loss
A) Men lose but women do not
B) Men are more systematic than women
C) Women lose hair less frequently but more rapidly than men
D) Environmental factors are the main causes"
6136,6202,"Answer the following question.

In this chapter's Senior View, Pat Shelley told us that you shouldn't retire if
A) You can't do it right
B) You're younger than 60
C) Your family wants you to keep working
D) You have no hobbies"
6137,6203,"Answer the following question.

A person who is not very well organized, rarely sets goals, and frequently puts things off until the last minute would be said to be low on which trait?
A) Agreeableness
B) Conscientiousness
C) Openness
D) Neuroticism"
6138,6204,"Answer the following question.

As working people get closer to retirement they are more likely to
A) Be absent from work
B) Invest in craft and hobby books
C) Do some informal planning
D) Become irritated and anxious"
6139,6205,"Answer the following question.

Older adults may show less major depression than younger adults because they
A) Have learned to cope with loss
B) See major depression as a stigma
C) Have very different brain biochemistry
D) Are no longer concerned with emotional matters"
6140,6206,"Answer the following question.

The different components of memory should be thought of as
A) Being very independent
B) Working one at a time
C) Working as a system
D) Taking turns"
6141,6207,"Answer the following question.

Very rapid disposal of the body, before sundown on the day of the death, is typical of which religion?
A) Islam
B) Hindu
C) Jewish
D) Tao"
6142,6208,"Answer the following question.

An example of an objective test of personality is the
A) TAT
B) MMPI
C) Rorschach ink blot test
D) McAdams test of levels"
6143,6209,"Answer the following question.

When a measure actually quantifies what it claims to measure, we say that it has good
A) Accuracy
B) Validity
C) Reliability
D) Associative value"
6144,6210,"Answer the following question.

In which country do most individuals choose to be cremated?
A) Japan
B) U. S. A.
C) Kenya
D) Mexico"
6145,6211,"Answer the following question.

A possible positive effect of moderate alcohol consumption is that it may
A) Inhibit the growth of cancers
B) Promote healing from injuries and illnesses
C) Keep blood vessels from stiffening
D) Result in relaxation and lower blood pressure"
6146,6212,"Answer the following question.

The environmental design that brings pets and plants to nursing homes and young people and children as regular visitors is referred to as
A) Instrumental Living Design
B) The Humanistic Choice
C) Human-Environment Congruence
D) The Eden Alternative"
6147,6213,"Answer the following question.

Excess disability refers to symptoms that are
A) Not due to the disease but due instead to malignant social psychology
B) In excess of the average for that particular disorder
C) Found only in the last stage of Alzheimer's
D) Those that can be successfully treated by medicine if they are caught early enough"
6148,6214,"Answer the following question.

Well being for younger adults is positively related to which form of control?
A) Positive reappraisal
B) Lowering of aspirations
C) Primary
D) Internal"
6149,6215,"Answer the following question.

Which of the following is NOT one of the major reasons for the increase in numbers of older adults?
A) The Baby Boom generation
B) The steadily increasing birth rate
C) Increases in life expectancy at birth
D) Increases in life expectancy at a specified age"
6150,6216,"Answer the following question.

Before we can collect data from other human beings we must make sure that they
A) Have information that will be worth our effort to collect
B) Are going to be honest and forthright
C) Are informed about our study and give their consent to participate
D) Have been granted permission to participate by the IRB"
6151,6217,"Answer the following question.

In this chapter's Senior View, May Lee told us that we should all respect our elders because
A) They are much older than we are
B) They raised us
C) They lived through difficult times
D) They ask nothing in return"
6152,6218,"Answer the following question.

One line of evidence against antagonistic pleiotropy is that
A) Women who have more children tend to live longer
B) Some animals show little or no senescence
C) Even tissue cells with longer telomere strands can show senescence
D) Exercise increases rather than decreases longevity"
6153,6219,"Answer the following question.

Loss of muscle fiber may be due to loss of neurons which may be due to
A) Clogged blood vessels
B) Loss of bone density
C) Changes in hormone levels
D) Loss of collagen"
6154,6220,"Answer the following question.

After losing a spouse, the surviving spouse often dies within the first year because of
A) Stress and loss of social support
B) Having the same disorder as the deceased
C) The inability to remarry quickly
D) They have the same defective genes"
6155,6221,"Answer the following question.

Which of the following factors has NOT received as much support as the others in research investigating why social support is related to better health?
A) Social
B) Behavioral
C) Psychological
D) Gerontological"
6156,6222,"Answer the following question.

Older adults' coping strategies are generally
A) Ineffective at solving problems
B) Variable as they have more strategies
C) Persistent as they use the same strategy over and over
D) Narrow as they ignore many aspects of the problem"
6157,6223,"Answer the following question.

Men are more likely than women to die from
A) Septicemia
B) Stroke
C) Suicide
D) Influenza"
